CustomerID,ProductID,TransactionDate,Quantity,Discount
359,818,2024-02-07,1,0.021385041326383403
9,532,2023-09-17,3,0.028763376314121403
342,28,2024-02-03,2,0.048388569631881796
26,608,2023-10-29,3,0.08175707708596577
95,320,2023-05-31,3,0.03280930102350128
683,180,2023-09-05,3,0.04176447909964093
842,414,2023-04-09,1,0.06171384416363767
535,815,2024-02-14,1,0.010173009286036795
167,543,2023-11-21,1,0.01415347993875863
646,926,2024-03-20,3,0.024122515525344324
679,22,2024-01-06,3,0.07860862736374788
168,463,2024-02-28,3,0.07347948834748996
66,799,2024-03-01,3,0.09532232482664588
513,206,2023-10-15,3,0.0188049609885959
968,580,2023-05-05,2,0.020640682534446588
660,87,2024-03-06,3,0.0027586530643315178
328,864,2023-07-07,1,0.07303749539909747
982,793,2023-04-29,2,0.050315656211682304
721,179,2024-03-08,2,0.030600586713979895
509,755,2023-07-07,3,0.02977084021511857
917,244,2023-12-06,3,0.01465670846902134
727,717,2023-11-14,2,0.005259306665429253
735,758,2023-09-29,3,0.02546072230027654
356,664,2023-07-22,2,0.07402575231046098
300,766,2024-03-22,1,0.023338601904215363
950,96,2023-08-18,1,0.09362208988281048
871,343,2023-06-02,2,0.04114063735206326
641,794,2023-06-25,3,0.03148511150894773
821,234,2023-08-20,1,0.09074068576010828
506,457,2023-04-15,2,0.03414594627801757
99,129,2023-12-11,3,0.04795736387410381
308,386,2023-04-29,1,0.039062092580702604
348,359,2023-06-19,2,0.027652805470000555
783,673,2024-02-20,3,0.01365457455064435
747,396,2023-05-18,1,0.0821797121023669
631,136,2024-02-05,3,0.058354492812354046
62,493,2023-05-19,1,0.0937475754706169
89,745,2023-12-30,1,0.0439297973510675
844,590,2023-04-05,2,0.05269624612685624
957,203,2023-10-07,3,0.0007901093077730793
121,552,2023-05-20,1,0.05893924270073421
693,536,2024-02-10,3,0.0066916136708794266
72,220,2024-02-07,3,0.030819381274789316
131,509,2023-08-20,1,0.033592238467039404
287,645,2023-07-04,1,0.014433412545365999
741,175,2023-09-26,2,0.025791639928843892
406,342,2023-08-31,3,0.09599039885124418
499,154,2023-11-04,1,0.04544218009193523
782,227,2024-01-12,1,0.04870443220341956
460,276,2023-12-19,3,0.011969278313380995
266,364,2023-09-12,2,0.0780703180895711
213,810,2024-03-23,3,0.04024853129076111
431,83,2024-03-19,1,0.0495757831076564
205,229,2023-12-22,1,0.08890251277429238
133,708,2023-05-19,2,0.015914600241622192
701,230,2023-09-15,3,0.07706155172100587
515,658,2023-10-01,1,0.03508189072810652
299,853,2023-05-30,2,0.039150824996236455
551,601,2023-06-15,2,0.0724888476390038
213,757,2024-03-10,1,0.038435548013620216
245,564,2023-07-03,1,0.0348276380444194
294,798,2023-11-27,2,0.020217345032972678
290,357,2023-05-11,2,0.04201516332539097
714,183,2024-03-26,3,0.06560903765790249
412,378,2024-03-11,2,0.02648062826398594
213,19,2024-03-31,2,0.08093292935401582
857,586,2023-09-02,3,0.05427246278514555
787,673,2023-07-24,3,0.02353301721488531
276,604,2023-08-11,1,0.05656763228109629
131,497,2023-07-13,2,0.048584522527688814
455,966,2024-01-03,3,0.03530571110674168
619,961,2023-09-01,1,0.014870133429107214
755,204,2023-04-21,3,0.08704850593728122
319,397,2024-01-18,1,0.0781235497971911
34,758,2024-01-30,2,0.09772630129375623
510,878,2023-12-09,1,0.04848551640049967
380,356,2023-05-25,2,0.02038659734883357
53,30,2023-10-26,1,0.044482752573284816
525,384,2024-01-11,1,0.09289762487043822
211,417,2023-04-29,3,0.0061949726935202065
235,823,2024-01-18,2,0.05765051982748716
810,405,2023-11-09,1,0.004414650627995942
386,351,2024-03-07,3,0.09493347528192975
44,892,2023-11-17,2,0.06433320131672127
816,689,2024-02-11,3,0.0026245827659985956
671,717,2024-02-10,3,0.0486866162004223
939,964,2024-02-21,2,0.06801091479669473
383,517,2023-11-26,3,0.0055070955595940335
953,329,2024-01-24,2,0.057315132029393395
88,280,2023-10-02,3,0.011884743576487545
75,836,2023-04-26,3,0.0530993015417085
653,187,2023-05-18,3,0.05685332793995249
440,607,2024-01-24,2,0.0595927248567861
518,314,2023-08-17,1,0.030517318451540487
303,352,2023-12-16,1,0.04311478286110108
791,459,2023-05-20,3,0.04615008355197105
245,186,2023-06-04,1,0.03905648231045944
692,34,2023-04-04,3,0.04045134769730085
409,680,2023-04-30,1,0.0045155597984801845
403,756,2023-04-15,3,0.008785957755445628
571,717,2023-11-13,2,0.027017001725172907
285,768,2023-09-06,1,0.016169066117963638
49,272,2023-06-10,3,0.08184419923970385
303,99,2023-11-10,1,0.07059505588442921
541,795,2023-11-15,1,0.012443850743410501
243,277,2023-07-13,3,0.09680677236749964
242,487,2023-11-02,1,0.07566207317841106
645,329,2023-09-11,3,0.07351769160789272
263,682,2023-12-06,2,0.024504463093437703
679,379,2023-09-18,1,0.05511502064796739
764,502,2024-02-26,1,0.08818041193903403
615,405,2023-07-12,1,0.09355668265713772
644,315,2023-11-03,1,0.06704333653260162
898,895,2023-07-24,1,0.07527736117515073
340,486,2024-03-30,1,0.02884266164109819
247,263,2023-09-03,1,0.08520724479286533
721,223,2023-08-24,3,0.0915459451576077
516,772,2024-01-07,2,0.08714760094692116
48,968,2023-05-05,1,0.09129472920597981
994,243,2024-03-24,1,0.039804990803706225
345,138,2023-09-30,3,0.021107136781293924
929,110,2023-12-21,2,0.026602756815150043
928,528,2023-05-07,2,0.07478880867876649
626,255,2023-11-23,3,0.019991213928113705
253,950,2023-12-30,1,0.04720795411890061
226,121,2023-10-04,1,0.059527892094013074
608,26,2023-04-04,1,0.06411747095406509
417,928,2023-10-23,1,0.0031945548804042435
200,987,2023-05-24,2,0.02800756404438175
644,812,2023-10-14,1,0.08203220926134655
10,391,2023-07-06,1,0.06631430767382268
440,190,2023-08-03,2,0.06590293752063663
33,61,2023-11-17,2,0.08161117360519883
131,593,2023-07-26,2,0.05550871162524526
775,469,2023-04-30,3,0.0558971438539685
443,257,2023-06-11,1,0.046808087788487766
37,537,2023-10-08,1,0.047450453466889336
727,912,2023-06-16,1,0.09756551081613471
622,961,2023-10-04,2,0.016691456092091418
217,616,2023-11-05,3,0.04498911018648388
75,541,2023-09-02,1,0.010178769785900744
611,610,2023-09-17,2,0.07362942424877791
278,131,2023-04-19,3,0.00797972155821094
639,728,2023-04-10,2,0.07651147131270444
325,565,2024-01-25,1,0.03303533533648102
959,434,2023-08-14,2,0.04891292285757746
353,815,2023-09-10,2,0.09713338822069012
563,844,2023-10-19,2,0.04392367415016823
743,68,2023-04-09,3,0.09823764626377132
653,363,2023-08-02,2,0.05393033731571213
580,337,2023-05-03,3,0.020217574311819253
182,894,2023-09-03,2,0.07100798747964118
120,377,2024-03-24,3,0.060424026373801266
136,325,2023-09-21,1,0.09337822550719316
104,913,2023-12-20,3,0.0706566640624182
6,56,2023-06-13,3,0.08995931399174535
157,478,2023-05-06,2,0.08929618445436907
362,176,2023-05-23,3,0.07270924750570024
521,893,2023-05-22,3,0.019632348732667372
279,178,2023-04-29,3,0.024770503258189615
358,926,2023-07-16,2,0.005301553375978219
780,873,2023-05-26,3,0.048461775694153934
442,132,2023-04-14,3,0.08091023629866004
795,86,2023-10-17,2,0.006048836453616558
726,452,2023-06-23,1,0.08095078960022431
513,341,2023-08-24,3,0.05797958039318434
773,169,2023-11-08,2,0.09316275185142923
611,125,2023-04-23,3,0.025756474595718438
61,680,2023-12-15,1,0.06315779062623529
628,497,2024-03-03,1,0.045973671730361515
463,438,2023-06-23,1,0.023896593920467793
824,444,2023-12-11,2,0.08026064601992239
157,86,2023-09-17,2,0.04181347694456028
660,583,2023-05-06,1,0.08184713953615022
548,272,2024-01-30,1,0.05593258472411264
176,726,2023-05-22,3,0.040380369782681835
707,653,2023-08-24,1,0.0626632387646282
26,14,2023-04-10,2,0.035430484010437545
503,48,2023-11-15,1,0.06420745684701781
773,190,2023-10-20,1,0.019527464836248135
258,670,2023-06-15,3,0.018422294538924456
185,64,2023-08-06,2,0.019682680383185436
168,418,2023-07-11,2,0.08939462460591863
740,306,2024-02-11,2,0.05956683776765223
778,528,2023-08-14,1,0.06371966378671473
188,953,2024-01-11,2,0.03333538455974432
346,523,2023-06-17,2,0.07682561569767578
64,889,2023-12-29,1,0.060127068300125035
772,283,2024-01-26,2,0.04133726637768026
150,259,2023-09-27,3,0.022077084431870356
940,928,2024-02-12,3,0.052335940821463624
643,172,2024-02-27,2,0.024649485192397715
957,285,2023-12-26,3,0.09759496375486437
603,289,2023-10-24,3,0.035039330173375675
623,807,2023-06-27,3,0.034744850439827744
433,920,2023-06-04,2,0.08485493210747339
148,16,2024-02-23,2,0.06660027084146758
79,538,2023-08-24,1,0.04101042893331509
59,733,2023-09-14,3,0.04381545449372155
33,741,2023-06-18,2,0.038009292428944456
143,687,2023-07-17,3,0.0615785007002146
600,144,2023-10-10,1,0.04961761613554936
90,403,2023-06-24,3,0.057076361717186656
851,474,2023-10-26,1,0.05296802594298409
129,204,2023-06-13,3,0.008662393065525898
992,95,2023-11-05,1,0.04736175088133574
930,209,2023-08-03,1,0.07479348288366532
244,60,2023-11-24,3,0.006880371356806136
457,179,2023-12-17,3,0.09831093217860132
693,825,2023-11-15,1,0.09865293040966683
731,734,2023-05-06,2,0.022825814431379134
99,268,2024-01-02,3,0.09862810842444397
465,276,2023-08-18,3,0.07453498088165643
564,374,2024-02-19,1,0.07605754486914183
239,65,2023-08-09,2,0.013243651590472428
648,571,2023-12-24,3,0.0998110342110485
954,187,2024-04-01,1,0.04334984768115209
208,801,2023-12-07,2,0.06055707427446147
128,209,2024-03-03,2,0.05236806916269247
158,170,2023-04-20,3,0.029815449549181583
67,712,2023-05-15,3,0.025087737784371112
381,141,2023-12-19,3,0.0751635959457979
1,504,2023-06-28,3,0.011352996239389802
578,446,2023-08-28,2,0.01107786828449321
860,225,2023-05-31,1,0.07134075888493248
799,42,2023-05-28,3,0.007760435695799772
740,388,2023-12-11,3,0.059346785730310075
721,215,2023-12-30,3,0.015511940822720782
841,998,2023-09-30,2,0.0833863107266915
701,627,2023-08-16,2,0.05137566282056908
571,548,2023-09-15,3,0.03713196770116047
905,507,2024-01-10,3,0.09831999656189659
562,919,2024-03-14,1,0.09907304973027713
129,623,2024-02-06,2,0.09558855300133773
447,727,2023-04-25,2,0.02548601556841994
577,257,2023-12-19,2,0.013894347986729706
7,474,2023-12-04,1,0.0011072345920792649
267,136,2024-01-31,2,0.06522897490921924
535,650,2023-05-17,1,0.08999831949337757
838,779,2024-03-22,2,0.07019861401649358
376,73,2023-07-19,3,0.03038200008834248
721,396,2023-09-03,2,0.01570837685169717
929,910,2023-09-26,3,0.02687362762992153
964,354,2023-10-17,1,0.05638852883266298
722,316,2023-10-16,2,0.09145763338711989
972,11,2024-01-20,1,0.0863392839107822
139,859,2023-09-21,2,0.09921007345920452
554,673,2023-04-23,3,0.01809338994536244
679,401,2023-11-12,3,0.07588552481309191
78,448,2023-04-11,1,0.022609505037083623
912,679,2023-09-14,1,0.025518157894789353
603,37,2023-10-10,3,0.05422700851370954
840,443,2023-11-19,3,0.0013093794964783023
380,512,2024-02-25,2,0.051488140833160924
108,381,2023-10-28,2,0.02347385938559282
386,219,2024-01-08,3,0.0384780468554818
313,452,2024-03-12,3,0.024451058831667982
941,487,2023-11-03,3,0.06779518325054748
45,422,2023-12-02,2,0.0995717549776489
770,245,2024-02-13,2,0.05574023600902456
550,470,2023-07-18,1,0.04461171940257376
213,820,2023-12-20,1,0.06067063663243512
795,162,2023-08-02,2,0.09251040304959281
196,222,2024-03-27,3,0.026179378545956835
216,314,2024-02-26,3,0.04271115634009126
805,187,2023-06-25,2,0.0020832758733802526
507,468,2023-04-03,3,0.007873214457835143
990,162,2023-09-21,2,0.034711800002048036
299,448,2023-10-11,3,0.09170400946557004
175,132,2023-06-23,3,0.09139311168655183
542,201,2023-07-15,1,0.09231178413006365
174,271,2023-08-02,2,0.022144084937160538
347,243,2023-04-21,2,0.08604086673373755
363,578,2023-05-14,2,0.08773252349188124
699,443,2024-02-10,1,0.05783926343437854
619,87,2023-08-06,2,0.0011139101006716224
267,319,2023-04-07,3,0.09980746549375559
12,319,2024-03-01,3,0.038856896577707536
315,843,2023-06-04,3,0.08994702406378463
815,449,2023-12-24,3,0.07062078611979652
47,494,2023-05-02,3,0.03963682595248056
602,528,2023-11-28,3,0.09989890941250427
562,898,2023-04-07,1,0.014416449700413503
865,720,2023-05-31,1,0.0408048287240638
606,803,2023-05-05,3,0.07743383875704427
41,864,2023-10-16,1,0.014328723280715917
49,956,2023-04-22,2,0.051403712229314495
610,18,2023-12-23,1,0.05132156509683461
865,239,2024-01-09,2,0.05917505247045442
346,765,2024-03-14,2,0.02189928983796371
225,702,2024-03-04,1,0.0028776181511512957
447,452,2024-01-10,3,0.05079332018421763
217,146,2023-05-03,2,0.029016398308601334
614,67,2023-12-11,2,0.012966846382185093
885,823,2023-07-26,3,0.05116720003295087
442,323,2023-12-25,2,0.060371234575309685
164,390,2023-08-12,2,0.020642955326319958
672,145,2024-04-01,2,0.0792391058129428
513,134,2023-11-27,3,0.01589622501619753
970,324,2024-01-07,1,0.03587878947852718
225,477,2023-09-28,2,0.0027291859678361566
33,722,2023-10-10,3,0.004171667856644012
600,61,2023-11-29,2,0.07664692043362588
924,107,2023-06-28,1,0.036019573012675166
998,165,2024-01-10,2,0.052642273492135454
464,253,2023-08-29,1,0.06969690742086661
569,764,2023-05-17,1,0.050791940079366084
93,237,2023-05-28,3,0.08319092821129674
7,882,2023-12-06,3,0.06480388284739506
325,528,2023-11-13,2,0.04076029525054025
824,146,2024-01-22,1,0.019238068814712198
260,633,2023-09-25,1,0.019599056928322946
202,779,2023-10-17,2,0.09458517119216352
136,716,2023-12-04,3,0.007815835744371391
6,66,2023-04-04,2,0.019288936801052405
712,824,2024-03-17,3,0.004328389955009593
310,145,2023-04-06,3,0.015853144681787158
25,562,2023-12-08,1,0.054296083100607975
80,113,2023-04-24,3,0.07044243485731808
395,764,2024-01-05,1,0.0242191318681124
924,35,2023-06-22,1,0.06525286263641579
110,954,2023-08-05,1,0.01197050417210922
909,942,2023-07-22,1,0.0829804037235494
235,975,2023-07-16,2,0.09369824428728636
318,248,2023-07-12,2,0.08783791406377
197,324,2024-02-08,1,0.008074698073049924
916,246,2023-09-13,1,0.0628627597973268
315,42,2023-07-03,3,0.07548329667371544
7,633,2024-01-17,1,0.021069694854872003
970,737,2024-03-20,3,0.004422028060915706
55,312,2024-01-03,3,0.06950953651028681
818,120,2023-07-01,1,0.07392268975999565
869,130,2023-12-02,2,0.016608355432736113
879,287,2023-11-09,2,0.07506471696916954
427,24,2024-01-02,1,0.056126833701403915
167,355,2023-11-15,3,0.08485806838837873
442,41,2023-08-25,2,0.0038864036279575246
458,487,2023-12-27,3,0.08185311576550114
315,129,2023-10-07,1,0.00541824664781464
8,692,2024-03-21,2,0.07414013559299631
89,553,2023-10-12,3,0.018299026018822852
297,687,2024-02-20,2,0.015493254399199453
179,722,2023-07-14,2,0.03516678233230954
659,635,2023-06-10,1,0.008790831412015688
756,379,2023-05-31,1,0.010698035665697103
207,614,2024-01-03,2,0.018797766313474185
732,827,2023-10-08,3,0.021565839364937524
969,935,2023-10-16,2,0.04834400919984595
459,955,2024-02-23,2,0.09819236463126481
342,887,2023-09-20,1,0.061327200942405194
359,969,2023-12-15,2,0.05458049742819126
690,919,2023-06-27,3,0.03429920185543261
422,496,2023-11-24,1,0.022842636939478068
736,968,2023-04-12,1,0.003994832382729663
314,229,2023-10-17,1,0.019484602268510322
677,782,2024-03-06,1,0.005314000503441785
587,961,2023-04-21,3,0.041175684986570954
322,322,2024-02-23,2,0.09348474659919381
728,632,2024-02-21,3,0.012578194887129503
588,32,2023-04-08,2,0.004685851049868817
563,342,2024-02-12,1,0.08950237594519152
131,540,2023-04-20,2,0.05201096926769834
829,953,2023-06-15,1,0.06684003466279355
